RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer,Offense_cat
4364,Assist Agency - Backup/Assist,202400030164,1400.0,MELBOURNE RD,CPD,2024/09/03 13:51:11+00,951,"Eckenroth, Rachel",Other
4365,Misc - Criminal Call,202400030166,400.0,"11TH ST NE, C20",CPD,2024/09/03 13:39:53+00,939,"Wisser, Shawn",Other
4366,Larceny - From Motor Vehicle,202400030159,1200.0,"SMITH ST, A",CPD,2024/09/03 13:26:59+00,926,"Brannon, Devin",Theft & Larceny
4367,Animal - Bite,202400030155,1000.0,FOREST HILLS AVE,CPD,2024/09/03 12:29:51+00,829,"Oakes, Maithe",Other
4368,Motor Vehicle Theft,202400030149,900.0,BELMONT AVE,CPD,2024/09/03 11:39:44+00,739,"Eckenroth, Rachel",Theft & Larceny
4369,Driving Under the Influence,202400030124,900.0,HENRY AVE,CPD,2024/09/03 03:26:47+00,2326,"Curry, Brian",Narcotics/Drug Offenses
4370,Domestic Disturbance,202400030112,800.0,"HARDY DR, B",CPD,2024/09/03 01:21:57+00,2121,"Aguilera, Natalia",Public Order/Disorderly
4371,Assault Simple,202400030108,100.0,E MARKET ST,CPD,2024/09/03 00:58:19+00,2058,"Aguilera, Natalia",Assault & Violent Crime
4372,Larceny - From Motor Vehicle,202400030107,500.0,16TH ST NW,CPD,2024/09/03 00:52:28+00,2052,"Love-Baker, Sydney",Theft & Larceny
4373,Larceny - All Other,202400030093,200.0,RIDGE ST,CPD,2024/09/02 22:22:22+00,1822,"Vlasis, Christopher",Theft & Larceny
4374,Larceny - From Motor Vehicle,202400030090,1800.0,"JEFFERSON PARK AVE, 128",CPD,2024/09/02 21:51:55+00,1751,"Vlasis, Christopher",Theft & Larceny
4375,Warrant Service,202400030088,100.0,OLD PRESTON AVE,CPD,2024/09/02 21:48:21+00,1748,"Ryan, Matthew",Other
4376,Larceny - All Other,202400030087,800.0,"W MAIN ST, 307",CPD,2024/09/02 21:26:40+00,1726,"Ryan, Matthew",Theft & Larceny
4377,Larceny - Shoplifitng,202400030085,200.0,E MAIN ST,CPD,2024/09/02 21:13:32+00,1713,"Aguilera, Natalia",Theft & Larceny
4378,Assault Simple,202400030084,300.0,OLD LYNCHBURG RD,CPD,2024/09/02 21:00:25+00,1700,"Venereo, Arturo",Assault & Violent Crime
4379,Larceny - All Other,202400030083,700.0,PRESTON AVE,CPD,2024/09/02 20:47:48+00,1647,"Love-Baker, Sydney",Theft & Larceny
4380,Noise Complaint,202400030075,800.0,"W MAIN ST, 323-D",CPD,2024/09/02 19:00:15+00,1500,"Ryan, Matthew",Public Order/Disorderly
4381,Suspicious Activity,202400030072,300.0,10 1/2 ST NW,CPD,2024/09/02 18:31:16+00,1431,"Brannon, Devin",Other
4382,Hit and Run,202400030070,100.0,APPLETREE RD,CPD,2024/09/02 17:53:46+00,1353,"Turner, Devon",Motor Vehicle/Traffic
4383,Larceny - From Motor Vehicle,202400030069,1000.0,BLENHEIM AVE,CPD,2024/09/02 17:27:47+00,1327,"Wisser, Shawn",Theft & Larceny
4384,Death Investigation - DOA,202400030065,400.0,"4TH ST NW, 322",CPD,2024/09/02 16:12:56+00,1212,"Mcdougal, Jordan",Other
4385,Disorderly Conduct,202400030063,1600.0,"EMMET ST N, 133",CPD,2024/09/02 15:50:13+00,1150,"O'Briant, Landon",Public Order/Disorderly
4386,Larceny - All Other,202400030054,300.0,6 1/2 ST SW,CPD,2024/09/02 13:47:33+00,947,"Turner, Devon",Theft & Larceny
4387,Phone Calls - Threat or Obscene,202400030051,2300.0,PRICE AVE,CPD,2024/09/02 13:28:54+00,928,"Folston, Elliott",Other
4388,Suspicious Activity,202400030050,1600.0,"EMMET ST N, 339",CPD,2024/09/02 13:17:39+00,917,"Mcdougal, Jordan",Other
4389,Larceny - Theft from Building,202400030047,100.0,MCINTIRE PARK DR,CPD,2024/09/02 12:27:57+00,827,"Brannon, Devin",Theft & Larceny
4390,Larceny - Shoplifitng,202400030045,1100.0,EMMET ST N,CPD,2024/09/02 11:51:01+00,751,"Mcdougal, Jordan",Theft & Larceny
4391,Assist Agency - Other,202400030013,1500.0,UNIVERSITY AVE,CPD,2024/09/02 02:46:51+00,2246,"Carelsen, Louise",Other
4392,Larceny - Theft from Building,202400029998,600.0,"RUGBY RD, 114",CPD,2024/09/02 00:03:43+00,2003,"Curry, Brian",Theft & Larceny
4393,Misc - Non-Criminal Call,202400029979,600.0,E MARKET ST,CPD,2024/09/01 21:43:03+00,1743,"Ritter, Kobe",Other
4394,Larceny - From Motor Vehicle,202400029973,1200.0,"WERTLAND ST, 4",CPD,2024/09/01 20:42:30+00,1642,"Hannay, Jacob",Theft & Larceny
4395,Assault Intimidation,202400029963,,E MARKET ST @ 9TH ST,CPD,2024/09/01 19:03:49+00,1503,"O'Briant, Landon",Assault & Violent Crime
4396,Larceny - Shoplifitng,202400029960,1100.0,EMMET ST N,CPD,2024/09/01 18:47:59+00,1447,"Kinney, Dylan",Theft & Larceny
4397,Lost/FoundProperty,202400029971,200.0,2ND ST NW,CPD,2024/09/01 18:04:53+00,1404,"Ritter, Kobe",Other
4398,Domestic Disturbance,202400029955,1100.0,"PRESTON AVE, B",CPD,2024/09/01 17:59:36+00,1359,"Brannon, Devin",Public Order/Disorderly
4399,Drunkeness DIP,202400029954,,14TH ST NW / UNIVERSITY AVE,CPD,2024/09/01 17:48:44+00,1348,"Mcdougal, Jordan",Other
4400,Assault Aggravated,202400029951,600.0,PRESTON AVE,CPD,2024/09/01 16:49:14+00,1249,"Ritter, Kobe",Assault & Violent Crime
4401,Motor Vehicle Theft,202400029950,1100.0,"WERTLAND ST, 102",CPD,2024/09/01 16:31:28+00,1231,"Prevost, Payten",Theft & Larceny
4402,Suspicious Activity,202400029937,1900.0,"EMMET ST N, 510",CPD,2024/09/01 14:23:03+00,1023,"Brannon, Devin",Other
4403,Larceny - From Motor Vehicle,202400029932,600.0,DELEVAN ST,CPD,2024/09/01 13:34:22+00,934,"Wisser, Shawn",Theft & Larceny
4404,Hit and Run,202400029929,100.0,NORTH BAKER ST,CPD,2024/09/01 12:58:59+00,858,"Reed, Danielle",Motor Vehicle/Traffic
4405,Larceny - Shoplifitng,202400029921,600.0,PRESTON AVE,CPD,2024/09/01 12:01:21+00,801,"Kinney, Dylan",Theft & Larceny
4406,Shots Fired/Illegal Hunting,202400029917,800.0,HARDY DR,CPD,2024/09/01 08:46:29+00,446,"Phillips, Nicole",Weapon Offenses
4407,Assault Simple,202400029912,300.0,E MAIN ST,CPD,2024/09/01 04:57:06+00,57,"Khaleefa, Hamzeh",Assault & Violent Crime
4408,Driving Under the Influence,202400029906,,9TH ST NE @ E MARKET ST,CPD,2024/09/01 04:29:08+00,29,"Bland, Johnnà",Narcotics/Drug Offenses
4409,Assault Simple,202400029895,900.0,RIVER RD,CPD,2024/09/01 02:20:27+00,2220,"Curry, Brian",Assault & Violent Crime
4410,Missing Person-juvenile,202400029897,800.0,NASSAU ST,CPD,2024/09/01 02:11:07+00,2211,"Essex, Dominique",Mental Health/Welfare
4411,Burglary,202400029889,1400.0,GORDON AVE,CPD,2024/09/01 00:54:42+00,2054,"Wilkins, Jilil",Theft & Larceny
4412,Larceny - Shoplifitng,202400029882,300.0,RIDGE ST,CPD,2024/09/01 00:34:31+00,2034,"Essex, Dominique",Theft & Larceny
4413,Larceny - Of Veh Parts/Access,202400029871,1300.0,LONG ST,CPD,2024/08/31 22:18:21+00,1818,"Bland, Johnnà",Theft & Larceny
4414,Larceny - Shoplifitng,202400029859,500.0,W MAIN ST,CPD,2024/08/31 20:43:34+00,1643,"Kinney, Dylan",Theft & Larceny
4415,Misc - Criminal Call,202400029864,200.0,ROBERTSON AVE,CPD,2024/08/31 20:04:06+00,1604,"Ryan, Matthew",Other
4416,Harassment,202400029853,400.0,FAIRWAY AVE,CPD,2024/08/31 19:36:26+00,1536,"Mcdougal, Jordan",Assault & Violent Crime
4417,Hit and Run,202400029851,,N MCINTIRE ST @ PRESTON AVE,CPD,2024/08/31 19:23:20+00,1523,"Prevost, Payten",Motor Vehicle/Traffic
4418,Larceny - From Motor Vehicle,202400029844,1000.0,W MAIN ST,CPD,2024/08/31 18:25:52+00,1425,"Mcdougal, Jordan",Theft & Larceny
4419,Hit and Run,202400029832,300.0,13TH ST NW,CPD,2024/08/31 16:45:56+00,1245,"Kinney, Dylan",Motor Vehicle/Traffic
4420,Larceny - All Other,202400029815,100.0,MADISON LN,CPD,2024/08/31 14:05:03+00,1005,"Wisser, Shawn",Theft & Larceny
4421,Larceny - All Other,202400029812,200.0,E MARKET ST,CPD,2024/08/31 13:30:18+00,930,"Prevost, Payten",Theft & Larceny
4422,Domestic Disturbance,202400029794,1400.0,"CHESAPEAKE ST, A",CPD,2024/08/31 05:22:34+00,122,"Ryan, Matthew",Public Order/Disorderly
4423,Assault Simple,202400029793,800.0,CABELL AVE,CPD,2024/08/31 05:17:59+00,117,"Whitfield, Dylan",Assault & Violent Crime
4424,Assault Aggravated,202400029774,1000.0,5TH ST SW,CPD,2024/08/31 03:10:43+00,2310,"Essex, Dominique",Assault & Violent Crime
4425,Hit and Run,202400029757,800.0,W MAIN ST,CPD,2024/08/31 01:02:56+00,2102,"Brannon, Devin",Motor Vehicle/Traffic
4426,Misc - Non-Criminal Call,202400029731,700.0,PROSPECT AVE,CPD,2024/08/30 22:25:22+00,1825,"Lowry, Brent",Other
4427,Animal - Bite,202400029718,,JEFFERSON PARK AVE @ RAYMOND AVE,CPD,2024/08/30 20:31:23+00,1631,"Lowry, Brent",Other
4428,Misc - Criminal Call,202400029717,600.0,E MARKET ST,CPD,2024/08/30 20:21:42+00,1621,"Hannay, Jacob",Other
4429,Hit and Run,202400029730,1700.0,HYDRAULIC RD,CPD,2024/08/30 19:19:06+00,1519,"Ryan, Matthew",Motor Vehicle/Traffic
4430,Assist Agency - Other,202400029697,300.0,10 1/2 ST NW,CPD,2024/08/30 19:01:13+00,1501,"Moriarty, Thomas",Other
4431,Larceny - From Motor Vehicle,202400029721,300.0,"15TH ST NW, 5034",CPD,2024/08/30 18:24:32+00,1424,"Ryan, Matthew",Theft & Larceny
4432,Larceny - All Other,202400029693,1900.0,"LEWIS MOUNTAIN RD, A",CPD,2024/08/30 18:09:01+00,1409,"Reed, Danielle",Theft & Larceny
4433,Larceny - Theft from Building,202400029700,500.0,LOCUST AVE,CPD,2024/08/30 17:25:54+00,1325,"Kinney, Dylan",Theft & Larceny
4434,Trespass,202400029687,400.0,MOSELEY DR,CPD,2024/08/30 17:21:16+00,1321,"Mcdougal, Jordan",Public Order/Disorderly
4435,Assault Simple,202400029678,200.0,W MAIN ST,CPD,2024/08/30 16:16:14+00,1216,"Oakes, Maithe",Assault & Violent Crime
4436,Fraud-false pretense,202400029669,1600.0,E MARKET ST,CPD,2024/08/30 14:28:34+00,1028,"Eckenroth, Rachel",Fraud & Financial
4437,Hit and Run,202400029667,900.0,EMMET ST N,CPD,2024/08/30 14:23:39+00,1023,"Kinney, Dylan",Motor Vehicle/Traffic
4438,Larceny - Shoplifitng,202400029662,500.0,W MAIN ST,CPD,2024/08/30 13:46:41+00,946,"Eckenroth, Rachel",Theft & Larceny
4439,Animal Complaint,202400029664,1200.0,GRADY AVE,CPD,2024/08/30 12:21:01+00,821,"Oakes, Maithe",Other
4440,Drug Investigation,202400029653,100.0,KERRY LN,CPD,2024/08/30 12:03:34+00,803,"Mcdougal, Jordan",Narcotics/Drug Offenses
4441,Animal Complaint,202400029651,1400.0,FOREST RIDGE RD,CPD,2024/08/30 12:00:27+00,800,"Oakes, Maithe",Other
4442,Vandalism,202400029647,100.0,"LANKFORD AVE, 1",CPD,2024/08/30 09:03:28+00,503,"Whitfield, Dylan",Property Damage
4443,Lost/FoundProperty,202400029644,100.0,"14TH ST NW, 5",CPD,2024/08/30 06:56:45+00,256,"Gaytan, Alejandro",Other
4444,Larceny - Shoplifitng,202400029600,1300.0,W MAIN ST,CPD,2024/08/30 00:36:51+00,2036,"Hannay, Jacob",Theft & Larceny
4445,Traffic Stops,202400029589,,HYDRAULIC RD / DISTRICT AVE,CPD,2024/08/29 23:10:54+00,1910,"Darby, Michael",Motor Vehicle/Traffic
4446,Larceny - Theft from Building,202400029585,1100.0,RIVER RD,CPD,2024/08/29 22:34:30+00,1834,"Wilkins, Jilil",Theft & Larceny
4447,Motor Vehicle Theft,202400029582,,MARKET ST,CPD,2024/08/29 22:07:53+00,1807,"Brannon, Devin",Theft & Larceny
4448,Larceny - Shoplifitng,202400029577,1200.0,"EMMET ST N, 120",CPD,2024/08/29 21:03:53+00,1703,"Wilkins, Jilil",Theft & Larceny
4449,Disorderly Conduct,202400029555,100.0,E MARKET ST,CPD,2024/08/29 19:14:23+00,1514,"Hudson, Jesse",Public Order/Disorderly
4450,Misc - Criminal Call,202400029551,1900.0,JEFFERSON PARK AVE,CPD,2024/08/29 18:52:43+00,1452,"Houchens, Logan",Other
4451,Larceny - All Other,202400029552,700.0,NASSAU ST,CPD,2024/08/29 18:47:23+00,1447,"Venereo, Arturo",Theft & Larceny
4452,Assault Simple,202400029548,1800.0,MONTICELLO RD,CPD,2024/08/29 18:05:23+00,1405,"Eckenroth, Rachel",Assault & Violent Crime
4453,Fraud-credit card,202400029544,200.0,E MAIN ST,CPD,2024/08/29 17:44:03+00,1344,"Kinney, Dylan",Fraud & Financial
4454,Larceny - From Motor Vehicle,202400029537,100.0,MCINTIRE PARK DR,CPD,2024/08/29 16:21:29+00,1221,"Kinney, Dylan",Theft & Larceny
4455,Motor Vehicle Theft,202400029536,100.0,MCINTIRE PARK DR,CPD,2024/08/29 16:20:28+00,1220,"Williams, Brandon",Theft & Larceny
4456,Suspicious Activity,202400029532,100.0,WATERBURY CT,CPD,2024/08/29 15:54:10+00,1154,"Houchens, Logan",Other
4457,Larceny - All Other,202400029531,700.0,RIVES ST,CPD,2024/08/29 15:18:02+00,1118,"Eckenroth, Rachel",Theft & Larceny
4458,Disorderly Conduct,202400029517,600.0,E WATER ST,CPD,2024/08/29 13:14:31+00,914,"Kinney, Dylan",Public Order/Disorderly
4459,Animal Complaint,202400029509,900.0,NASSAU ST,CPD,2024/08/29 12:15:52+00,815,"Eckenroth, Rachel",Other
4460,Larceny - From Motor Vehicle,202400029510,400.0,10TH ST NW,CPD,2024/08/29 11:43:12+00,743,"Mian, Ghulam",Theft & Larceny
4461,Assist Citizen - Mental/TDO/ECO,202400029486,600.0,E MARKET ST,CPD,2024/08/29 02:56:38+00,2256,"Gaytan, Alejandro",Mental Health/Welfare
4462,Assist Citizen - Mental/TDO/ECO,202400029480,800.0,"HARDY DR, D",CPD,2024/08/29 01:50:58+00,2150,"Hudson, Jesse",Mental Health/Welfare
4463,Drunkeness DIP,202400029471,200.0,W MAIN ST,CPD,2024/08/29 01:37:07+00,2137,"Mullins, James",Other
4464,Fraud-credit card,202400029465,100.0,GOODMAN ST,CPD,2024/08/28 21:37:41+00,1737,"Bentz, Benjamin ",Fraud & Financial
4465,Larceny - Shoplifitng,202400029434,500.0,W MAIN ST,CPD,2024/08/28 19:32:01+00,1532,"Hudson, Jesse",Theft & Larceny
4466,Stalking,202400029435,800.0,"W MAIN ST, 609",CPD,2024/08/28 19:22:12+00,1522,"O'Briant, Landon",Assault & Violent Crime
4467,Pornography,202400029432,700.0,PROSPECT AVE,CPD,2024/08/28 19:18:56+00,1518,"Samar, Jack",Other
4468,Accident - w/out Injuries,202400029431,1400.0,E HIGH ST,CPD,2024/08/28 18:53:32+00,1453,"Moriarty, Thomas",Motor Vehicle/Traffic
4469,Assist Citizen - Mental/TDO/ECO,202400029430,1900.0,"EMMET ST N, 600",CPD,2024/08/28 18:37:52+00,1437,"Mian, Ghulam",Mental Health/Welfare
4470,Harassment,202400029428,100.0,14TH ST NW,CPD,2024/08/28 18:08:56+00,1408,"Nash, Darius",Assault & Violent Crime
4471,Accident - w/out Injuries,202400029423,,MCINTIRE PARK DR / RUGBY AVE,CPD,2024/08/28 17:19:02+00,1319,"Moriarty, Thomas",Motor Vehicle/Traffic
4472,Suspicious Person,202400029410,900.0,W MAIN ST,CPD,2024/08/28 15:25:35+00,1125,"Prevost, Payten",Other
4473,Hit and Run,202400029400,,JEFFERSON PARK AVE @ WOODROW ST,CPD,2024/08/28 14:27:22+00,1027,"Eckenroth, Rachel",Motor Vehicle/Traffic
4474,Motor Vehicle Theft,202400029396,1000.0,"WERTLAND ST, 304",CPD,2024/08/28 14:07:59+00,1007,"Prevost, Payten",Theft & Larceny
4475,Larceny - Shoplifitng,202400029391,200.0,W MAIN ST,CPD,2024/08/28 13:26:18+00,926,"Nash, Darius",Theft & Larceny
4476,Fraud-credit card,202400029386,1300.0,E HIGH ST,CPD,2024/08/28 13:04:10+00,904,"Williams, Brandon",Fraud & Financial
4477,Forgery/Counterfeiting,202400029381,600.0,E MAIN ST,CPD,2024/08/28 12:13:29+00,813,"Lowe, Courteny",Fraud & Financial
4478,Motor Vehicle Theft,202400029378,400.0,15TH ST NW,CPD,2024/08/28 11:49:01+00,749,"Prevost, Payten",Theft & Larceny
4479,Vandalism,202400029376,900.0,PRESTON AVE,CPD,2024/08/28 11:13:35+00,713,"Williams, Brandon",Property Damage
4480,Lost/FoundProperty,202400029377,1100.0,EMMET ST N,CPD,2024/08/28 10:59:24+00,659,"Mian, Ghulam",Other
4481,Assault Aggravated,202400029362,1400.0,VINE ST,CPD,2024/08/28 05:34:55+00,134,"Phillips, Nicole",Assault & Violent Crime
4482,Burglary,202400029360,900.0,GRADY AVE,CPD,2024/08/28 04:44:52+00,44,"Whitfield, Dylan",Theft & Larceny
4483,Assault Simple,202400029359,1000.0,1ST ST S,CPD,2024/08/28 04:36:34+00,36,"McLeod, Dustin",Assault & Violent Crime
4484,Assist Citizen - Mental/TDO/ECO,202400029351,500.0,MARTHA JEFFERSON DR,CPD,2024/08/28 01:36:21+00,2136,"Whitfield, Dylan",Mental Health/Welfare
4485,Misc - Criminal Call,202400029344,900.0,RIVES ST,CPD,2024/08/28 01:23:15+00,2123,"Bentz, Benjamin ",Other
4486,Larceny - Shoplifitng,202400029328,1300.0,W MAIN ST,CPD,2024/08/27 22:55:57+00,1855,"Hannay, Jacob",Theft & Larceny
4487,Larceny - All Other,202400029336,1100.0,5TH ST SW,CPD,2024/08/27 22:00:00+00,1800,"Bentz, Benjamin ",Theft & Larceny
4488,Hit and Run,202400029316,,EMMET ST N @ RAMP,CPD,2024/08/27 20:40:50+00,1640,"Ryan, Matthew",Motor Vehicle/Traffic
4489,Accident Property Damage,202400029308,400.0,250 BYPASS,CPD,2024/08/27 19:54:37+00,1554,"Hannay, Jacob",Property Damage
4490,Suspicious Activity,202400029307,400.0,GARRETT ST,CPD,2024/08/27 19:48:13+00,1548,"Bentz, Benjamin ",Other
4491,Animal Complaint,202400029303,700.0,NORTHWOOD AVE,CPD,2024/08/27 19:36:40+00,1536,"Ryan, Matthew",Other
4492,Animal Complaint,202400029293,800.0,NASSAU ST,CPD,2024/08/27 17:39:19+00,1339,"Carelsen, Louise",Other
4493,Larceny - Shoplifitng,202400029278,1100.0,5TH ST SW,CPD,2024/08/27 15:00:25+00,1100,"Carelsen, Louise",Theft & Larceny
4494,Misc - Non-Criminal Call,202400029276,900.0,SEMINOLE TRL,CPD,2024/08/27 14:54:34+00,1054,"Brannon, Devin",Other
4495,Death Investigation - DOA,202400029262,600.0,E WATER ST,CPD,2024/08/27 12:53:10+00,853,"O'Briant, Landon",Other
4496,Hit and Run,202400029260,,AVON ST @ MONTICELLO AVE,CPD,2024/08/27 12:49:56+00,849,"Carelsen, Louise",Motor Vehicle/Traffic
4497,Larceny - From Motor Vehicle,202400029251,1300.0,JOHN ST,CPD,2024/08/27 11:18:27+00,718,"Brannon, Devin",Theft & Larceny
4498,Vandalism,202400029243,600.0,ROCK CREEK RD,CPD,2024/08/27 10:33:13+00,633,"Keplinger, Christopher",Property Damage
4499,Problem Solving Project - PSP,202400029239,400.0,W MAIN ST,CPD,2024/08/27 08:34:03+00,434,"Folston, Elliott",Other
4500,Driving Under the Influence,202400029220,1200.0,HARRIS ST,CPD,2024/08/27 03:02:58+00,2302,"Anderson, Kristopher",Narcotics/Drug Offenses
4501,Suspicious Activity,202400029219,800.0,E MARKET ST,CPD,2024/08/27 02:53:33+00,2253,"Davis, Zaccheus",Other
4502,Larceny - Shoplifitng,202400029213,200.0,E MAIN ST,CPD,2024/08/27 01:47:11+00,2147,"Ryan, Matthew",Theft & Larceny
4503,Suspicious Activity,202400029214,1900.0,THOMSON RD,CPD,2024/08/27 01:30:27+00,2130,"Bland, Johnnà",Other
4504,Larceny - Theft from Building,202400029198,1700.0,GORDON AVE,CPD,2024/08/27 00:01:11+00,2001,"Kirby, Tyree",Theft & Larceny
4505,Larceny - Theft from Building,202400029190,400.0,"E MAIN ST, 6",CPD,2024/08/26 22:20:52+00,1820,"Ryan, Matthew",Theft & Larceny
4506,Hit and Run,202400029170,,5TH ST SW @ 5TH STREET STATION PARK WAY,CPD,2024/08/26 21:19:15+00,1719,"Vlasis, Christopher",Motor Vehicle/Traffic
4507,Fraud-false pretense,202400029160,100.0,5TH ST SE,CPD,2024/08/26 20:44:51+00,1644,"Ryan, Matthew",Fraud & Financial
4508,Hit and Run,202400029171,300.0,14TH ST NW,CPD,2024/08/26 19:27:35+00,1527,"Verdin, Alejandra",Motor Vehicle/Traffic
4509,Larceny - Theft from Building,202400029183,200.0,"14TH ST NW, 412",CPD,2024/08/26 18:53:35+00,1453,"Brannon, Devin",Theft & Larceny
4510,Assault Simple,202400029142,700.0,"HARRIS ST, 202",CPD,2024/08/26 18:21:19+00,1421,"Mcdougal, Jordan",Assault & Violent Crime
4511,Larceny - All Other,202400029155,2100.0,ARLINGTON BLVD,CPD,2024/08/26 18:19:40+00,1419,"Curry, Brian",Theft & Larceny
4512,Larceny - All Other,202400029139,400.0,"17TH ST NW, 103",CPD,2024/08/26 17:49:53+00,1349,"Mcdougal, Jordan",Theft & Larceny
4513,Animal Complaint,202400029125,1200.0,"WERTLAND ST, B",CPD,2024/08/26 16:03:51+00,1203,"O'Briant, Landon",Other
4514,Hit and Run,202400029124,300.0,14TH ST NW,CPD,2024/08/26 15:18:29+00,1118,"Brannon, Devin",Motor Vehicle/Traffic
4515,Larceny - All Other,202400029122,1700.0,ESSEX RD,CPD,2024/08/26 14:49:57+00,1049,"Mcdougal, Jordan",Theft & Larceny
4516,Larceny - All Other,202400029117,1700.0,JEFFERSON PARK AVE,CPD,2024/08/26 14:42:29+00,1042,"Turner, Devon",Theft & Larceny
4517,Motor Vehicle Theft,202400029108,,UNIVERSITY CT,CPD,2024/08/26 13:37:22+00,937,"Mcdougal, Jordan",Theft & Larceny
4518,Animal Complaint,202400029102,1000.0,BELMONT AVE,CPD,2024/08/26 12:49:38+00,849,"Carelsen, Louise",Other
4519,Misc - Criminal Call,202400029097,1000.0,BELMONT AVE,CPD,2024/08/26 12:20:28+00,820,"O'Briant, Landon",Other
4520,Motor Vehicle Theft,202400029093,1600.0,"6TH ST SE, 41",CPD,2024/08/26 12:06:48+00,806,"Turner, Devon",Theft & Larceny
4521,Assist Citizen - Misc,202400029058,600.0,BOOKER ST,CPD,2024/08/26 03:44:20+00,2344,"Hudson, Jesse",Mental Health/Welfare
4522,Driving Under the Influence,202400029047,300.0,"2ND ST SE, 112",CPD,2024/08/26 02:13:55+00,2213,"Kirby, Tyree",Narcotics/Drug Offenses
4523,Hit and Run,202400029040,1300.0,"POPLAR ST, A",CPD,2024/08/26 00:17:48+00,2017,"Prevost, Payten",Motor Vehicle/Traffic
4524,Misc - Criminal Call,202400029034,,E HIGH ST / 11TH ST NE,CPD,2024/08/25 23:25:48+00,1925,"Venereo, Arturo",Other
4525,Lost/FoundProperty,202400029031,200.0,14TH ST NW,CPD,2024/08/25 22:10:47+00,1810,"Ryan, Matthew",Other
4526,Larceny - From Motor Vehicle,202400029026,100.0,MCINTIRE PARK DR,CPD,2024/08/25 21:06:22+00,1706,"Prevost, Payten",Theft & Larceny
4527,Larceny - From Motor Vehicle,202400029019,100.0,MCINTIRE PARK DR,CPD,2024/08/25 20:29:12+00,1629,"Prevost, Payten",Theft & Larceny
4528,Assist Agency - Backup/Assist,202400029016,1500.0,E HIGH ST,CPD,2024/08/25 19:59:34+00,1559,"Verdin, Alejandra",Other
4529,Lost/FoundProperty,202400029012,1300.0,W MAIN ST,CPD,2024/08/25 19:11:59+00,1511,"Ryan, Matthew",Other
4530,Lost/FoundProperty,202400029008,1400.0,UNIVERSITY AVE,CPD,2024/08/25 18:52:55+00,1452,"O'Briant, Landon",Other
4531,Accident w/Injuries,202400028996,500.0,W MAIN ST,CPD,2024/08/25 16:01:07+00,1201,"O'Briant, Landon",Motor Vehicle/Traffic
4532,Family Offense - Non-Violent,202400028993,600.0,E MARKET ST,CPD,2024/08/25 14:41:11+00,1041,"Mcdougal, Jordan",Other
4533,Hit and Run,202400028992,,MONTICELLO RD / QUARRY RD,CPD,2024/08/25 14:35:28+00,1035,"Wisser, Shawn",Motor Vehicle/Traffic
4534,Larceny - From Motor Vehicle,202400028986,600.0,ROCK CREEK RD,CPD,2024/08/25 13:11:32+00,911,"Wisser, Shawn",Theft & Larceny
4535,Assist Citizen - Mental/TDO/ECO,202400028976,200.0,MONTE VISTA AVE,CPD,2024/08/25 09:55:00+00,555,"Davis, Zaccheus",Mental Health/Welfare
4536,Assault Aggravated,202400028971,1000.0,W MAIN ST,CPD,2024/08/25 07:34:02+00,334,"Essex, Dominique",Assault & Violent Crime
4537,Assist Agency - Backup/Assist,202400028970,1000.0,W MAIN ST,CPD,2024/08/25 07:10:57+00,310,"Essex, Dominique",Other
4538,Vandalism,202400028945,2300.0,ANGUS RD,CPD,2024/08/25 03:51:51+00,2351,"Troche, Nicholas",Property Damage
4539,Assist Citizen - Mental/TDO/ECO,202400028935,200.0,"MONTE VISTA AVE, 4",CPD,2024/08/25 01:59:25+00,2159,"Anderson, Kristopher",Mental Health/Welfare
4540,Drunkeness DIP,202400028924,400.0,W MAIN ST,CPD,2024/08/24 23:59:48+00,1959,"Troche, Nicholas",Other
4541,Misc - Non-Criminal Call,202400028909,100.0,4TH ST SE,CPD,2024/08/24 21:43:32+00,1743,"Kirby, Tyree",Other
4542,Suspicious Activity,202400028898,2100.0,"ANGUS RD, 11",CPD,2024/08/24 20:54:50+00,1654,"Prevost, Payten",Other
4543,Larceny - From Motor Vehicle,202400028904,200.0,PALATINE AVE,CPD,2024/08/24 20:48:40+00,1648,"Verdin, Alejandra",Theft & Larceny
4544,Larceny - All Other,202400028878,1200.0,"CEDARS CT, 308A",CPD,2024/08/24 17:53:37+00,1353,"Mian, Ghulam",Theft & Larceny
4545,Fraud-wire fraud,202400028873,1600.0,CONCORD DR,CPD,2024/08/24 17:08:33+00,1308,"Schwartz, Honora",Fraud & Financial
4546,Assault Simple,202400028887,,ELLIEWOOD AVE,CPD,2024/08/24 17:03:46+00,1303,"Brannon, Devin",Assault & Violent Crime
4547,Hit and Run,202400028879,400.0,RIDGE MCINTIRE RD,CPD,2024/08/24 16:48:05+00,1248,"Brannon, Devin",Motor Vehicle/Traffic
4548,Motor Vehicle Theft,202400028863,200.0,PALATINE AVE,CPD,2024/08/24 14:52:33+00,1052,"Turner, Devon",Theft & Larceny
4549,Suspicious Activity,202400028861,1300.0,"CARLTON AVE, 101",CPD,2024/08/24 14:45:17+00,1045,"Brannon, Devin",Other
4550,Misc - Criminal Call,202400028851,1300.0,W MAIN ST,CPD,2024/08/24 13:08:45+00,908,"Mcdougal, Jordan",Other
4551,Larceny - All Other,202400028848,200.0,LANKFORD AVE,CPD,2024/08/24 12:41:32+00,841,"Turner, Devon",Theft & Larceny
